lam,r,g,b,a,c,l
676,3.957E-03,0.000E+00,1.881E-05,7.304E-02,0.000E+00,3.483E-02
677,3.380E-03,0.000E+00,2.254E-05,7.108E-02,0.000E+00,3.389E-02
678,2.835E-03,0.000E+00,0.000E+00,6.912E-02,0.000E+00,3.291E-02
679,2.365E-03,0.000E+00,0.000E+00,6.721E-02,0.000E+00,3.195E-02
680,1.961E-03,0.000E+00,0.000E+00,6.535E-02,0.000E+00,3.102E-02
681,1.612E-03,0.000E+00,0.000E+00,6.356E-02,0.000E+00,3.015E-02
682,1.311E-03,0.000E+00,0.000E+00,6.189E-02,0.000E+00,2.940E-02
683,1.046E-03,0.000E+00,0.000E+00,6.027E-02,0.000E+00,2.869E-02
684,8.081E-04,8.912E-06,0.000E+00,5.869E-02,0.000E+00,2.801E-02
685,5.833E-04,3.942E-05,0.000E+00,5.714E-02,0.000E+00,2.734E-02
686,3.264E-04,0.000E+00,0.000E+00,5.556E-02,0.000E+00,2.661E-02
687,8.701E-05,0.000E+00,0.000E+00,5.401E-02,0.000E+00,2.589E-02
688,0.000E+00,0.000E+00,0.000E+00,5.250E-02,0.000E+00,2.518E-02
689,0.000E+00,0.000E+00,0.000E+00,5.104E-02,0.000E+00,2.450E-02
690,0.000E+00,0.000E+00,0.000E+00,4.968E-02,0.000E+00,2.390E-02
691,0.000E+00,0.000E+00,0.000E+00,4.836E-02,0.000E+00,2.331E-02
692,0.000E+00,0.000E+00,0.000E+00,4.708E-02,0.000E+00,2.274E-02
693,0.000E+00,4.176E-06,0.000E+00,4.580E-02,0.000E+00,2.216E-02
694,0.000E+00,1.946E-05,0.000E+00,4.450E-02,0.000E+00,2.151E-02
695,0.000E+00,2.323E-05,0.000E+00,4.320E-02,0.000E+00,2.087E-02
696,0.000E+00,1.859E-05,0.000E+00,4.193E-02,0.000E+00,2.024E-02
697,0.000E+00,9.574E-06,0.000E+00,4.069E-02,0.000E+00,1.963E-02
698,0.000E+00,1.925E-06,0.000E+00,3.949E-02,0.000E+00,1.907E-02
699,0.000E+00,0.000E+00,0.000E+00,3.831E-02,0.000E+00,1.853E-02
700,0.000E+00,0.000E+00,0.000E+00,3.716E-02,0.000E+00,1.801E-02
701,0.000E+00,0.000E+00,0.000E+00,3.604E-02,0.000E+00,1.752E-02
702,0.000E+00,0.000E+00,0.000E+00,3.493E-02,0.000E+00,1.704E-02
703,0.000E+00,0.000E+00,0.000E+00,3.385E-02,0.000E+00,1.657E-02
704,0.000E+00,0.000E+00,0.000E+00,3.279E-02,0.000E+00,1.610E-02
705,0.000E+00,0.000E+00,0.000E+00,3.175E-02,0.000E+00,1.561E-02
706,0.000E+00,0.000E+00,0.000E+00,3.072E-02,0.000E+00,1.510E-02
707,0.000E+00,0.000E+00,0.000E+00,2.972E-02,0.000E+00,1.458E-02
708,0.000E+00,0.000E+00,0.000E+00,2.874E-02,0.000E+00,1.406E-02
709,0.000E+00,0.000E+00,0.000E+00,2.777E-02,0.000E+00,1.354E-02
710,0.000E+00,0.000E+00,0.000E+00,2.683E-02,0.000E+00,1.303E-02
711,0.000E+00,0.000E+00,0.000E+00,2.592E-02,0.000E+00,1.255E-02
712,0.000E+00,0.000E+00,0.000E+00,2.505E-02,0.000E+00,1.209E-02
713,0.000E+00,0.000E+00,0.000E+00,2.424E-02,0.000E+00,1.171E-02
714,0.000E+00,0.000E+00,0.000E+00,2.350E-02,0.000E+00,1.141E-02
715,0.000E+00,0.000E+00,0.000E+00,2.279E-02,0.000E+00,1.115E-02
716,0.000E+00,4.048E-05,0.000E+00,2.212E-02,0.000E+00,1.092E-02
717,0.000E+00,1.533E-04,0.000E+00,2.147E-02,0.000E+00,1.069E-02
718,0.000E+00,2.442E-04,0.000E+00,2.083E-02,0.000E+00,1.045E-02
719,0.000E+00,3.219E-04,0.000E+00,2.021E-02,0.000E+00,1.022E-02
720,0.000E+00,3.834E-04,0.000E+00,1.962E-02,0.000E+00,9.997E-03
721,0.000E+00,4.201E-04,0.000E+00,1.905E-02,8.433E-05,9.797E-03
722,0.000E+00,4.293E-04,0.000E+00,1.852E-02,2.100E-04,9.621E-03
723,0.000E+00,4.205E-04,0.000E+00,1.800E-02,3.186E-04,9.434E-03
724,0.000E+00,3.956E-04,0.000E+00,1.749E-02,3.976E-04,9.222E-03
725,0.000E+00,3.543E-04,0.000E+00,1.695E-02,3.995E-04,8.925E-03
726,0.000E+00,2.994E-04,0.000E+00,1.638E-02,3.200E-04,8.541E-03
727,0.000E+00,2.374E-04,0.000E+00,1.583E-02,2.152E-04,8.146E-03
728,0.000E+00,1.724E-04,0.000E+00,1.529E-02,1.011E-04,7.762E-03
729,0.000E+00,9.904E-05,0.000E+00,1.481E-02,1.600E-05,7.460E-03
730,0.000E+00,2.543E-05,0.000E+00,1.438E-02,0.000E+00,7.243E-03
731,0.000E+00,0.000E+00,0.000E+00,1.398E-02,0.000E+00,7.056E-03
732,0.000E+00,0.000E+00,0.000E+00,1.359E-02,0.000E+00,6.889E-03
733,0.000E+00,6.594E-06,0.000E+00,1.320E-02,0.000E+00,6.713E-03
734,0.000E+00,1.325E-04,0.000E+00,1.281E-02,0.000E+00,6.527E-03
735,0.000E+00,2.818E-04,0.000E+00,1.244E-02,0.000E+00,6.346E-03
736,0.000E+00,4.393E-04,0.000E+00,1.206E-02,0.000E+00,6.172E-03
737,0.000E+00,5.900E-04,0.000E+00,1.173E-02,2.479E-05,6.027E-03
738,0.000E+00,7.184E-04,0.000E+00,1.140E-02,1.353E-04,5.896E-03
739,0.000E+00,8.090E-04,0.000E+00,1.107E-02,2.296E-04,5.753E-03
740,0.000E+00,8.463E-04,0.000E+00,1.070E-02,2.862E-04,5.587E-03
741,0.000E+00,7.364E-04,0.000E+00,1.022E-02,2.119E-04,5.331E-03
742,0.000E+00,5.339E-04,0.000E+00,9.676E-03,4.960E-05,5.022E-03
743,0.000E+00,3.096E-04,0.000E+00,9.130E-03,0.000E+00,4.705E-03
744,0.000E+00,9.471E-05,0.000E+00,8.615E-03,0.000E+00,4.400E-03
745,0.000E+00,1.149E-05,0.000E+00,8.244E-03,0.000E+00,4.169E-03
746,0.000E+00,0.000E+00,0.000E+00,7.961E-03,0.000E+00,3.987E-03
747,0.000E+00,1.282E-06,0.000E+00,7.717E-03,0.000E+00,3.836E-03
748,0.000E+00,1.370E-06,0.000E+00,7.496E-03,0.000E+00,3.710E-03
749,0.000E+00,0.000E+00,0.000E+00,7.261E-03,0.000E+00,3.615E-03
750,0.000E+00,0.000E+00,0.000E+00,7.019E-03,0.000E+00,3.538E-03
751,0.000E+00,0.000E+00,0.000E+00,6.767E-03,0.000E+00,3.468E-03
752,0.000E+00,0.000E+00,0.000E+00,6.500E-03,0.000E+00,3.396E-03
753,0.000E+00,0.000E+00,0.000E+00,6.165E-03,0.000E+00,3.305E-03
754,0.000E+00,0.000E+00,0.000E+00,5.813E-03,0.000E+00,3.199E-03
755,0.000E+00,0.000E+00,0.000E+00,5.463E-03,0.000E+00,3.075E-03
756,0.000E+00,0.000E+00,0.000E+00,5.131E-03,0.000E+00,2.931E-03
757,0.000E+00,0.000E+00,0.000E+00,4.892E-03,0.000E+00,2.761E-03
758,0.000E+00,0.000E+00,0.000E+00,4.680E-03,0.000E+00,2.564E-03
759,0.000E+00,0.000E+00,0.000E+00,4.474E-03,0.000E+00,2.336E-03
760,0.000E+00,0.000E+00,0.000E+00,4.263E-03,0.000E+00,2.075E-03
761,0.000E+00,0.000E+00,0.000E+00,3.998E-03,0.000E+00,1.712E-03
762,0.000E+00,0.000E+00,0.000E+00,3.715E-03,0.000E+00,1.336E-03
763,0.000E+00,0.000E+00,0.000E+00,3.416E-03,0.000E+00,9.746E-04
764,0.000E+00,0.000E+00,0.000E+00,3.096E-03,0.000E+00,6.560E-04
765,0.000E+00,0.000E+00,0.000E+00,2.703E-03,0.000E+00,4.689E-04
766,0.000E+00,0.000E+00,0.000E+00,2.326E-03,0.000E+00,3.368E-04
767,0.000E+00,0.000E+00,0.000E+00,1.994E-03,0.000E+00,2.537E-04
768,0.000E+00,0.000E+00,0.000E+00,1.759E-03,0.000E+00,2.220E-04
769,0.000E+00,0.000E+00,0.000E+00,1.768E-03,0.000E+00,2.767E-04
770,0.000E+00,0.000E+00,0.000E+00,1.826E-03,0.000E+00,3.336E-04
771,0.000E+00,0.000E+00,0.000E+00,1.889E-03,0.000E+00,3.613E-04
772,0.000E+00,0.000E+00,0.000E+00,1.873E-03,0.000E+00,2.849E-04
773,0.000E+00,0.000E+00,0.000E+00,1.647E-03,0.000E+00,0.000E+00
774,0.000E+00,0.000E+00,0.000E+00,1.388E-03,0.000E+00,0.000E+00
775,0.000E+00,0.000E+00,0.000E+00,1.127E-03,0.000E+00,0.000E+00
776,0.000E+00,0.000E+00,0.000E+00,9.302E-04,0.000E+00,0.000E+00
777,0.000E+00,0.000E+00,0.000E+00,8.607E-04,0.000E+00,0.000E+00
778,0.000E+00,0.000E+00,0.000E+00,8.264E-04,0.000E+00,0.000E+00
779,0.000E+00,0.000E+00,0.000E+00,8.139E-04,0.000E+00,0.000E+00
780,0.000E+00,0.000E+00,0.000E+00,8.001E-04,0.000E+00,0.000E+00
